kab/kota,kecamatan,kelurahan,tempat_ibadah,alamat,nama_pengurus,status_tanah,tahun_pendirian,bentuk_bangunan,sumber_biaya,peruntukkan_lahan,kepemilikkan,pemberi_Wakaf,daya_tampung,luas_bangunan,luas_tanah,kegiatan_lain
Jakarta Utara,Tanjung Priok,Kebon Bawang,Musholla Baitul Mutawajihin,Jl. Kb. Bawang Rt. 009/02,Mubari,Negara,1991,Permanen,,,,,,70,70,
Jakarta Utara,Tanjung Priok,Kebon Bawang,Musholla Al-Huda,Jl. Kb. Bawang Rt. 010/05,Ngatiman,Negara,1983,Permanen,,,,,,70,70,
Jakarta Utara,Tanjung Priok,Kebon Bawang,Musholla Baitul Gorim,Jl. Kb. Bawang Rt. 005/03,Ridwan Nur,Negara,1960,Permanen,,,,,,70,70,
Jakarta Utara,Tanjung Priok,Kebon Bawang,Musholla Miftahul Jannah,Jl. Swasembada Timur Rt. 005/04,H. Dzazuli,Negara,1975,Permanen,,,,,,72,72,
Jakarta Utara,Tanjung Priok,Kebon Bawang,Musholla Al-Ikhsan,Jl. Kb. Bawang Rt. 003/09,A. Idris,Negara,1985,Permanen,,,,,,75,75,
Jakarta Utara,Tanjung Priok,Kebon Bawang,Musholla At-Taqwa,Jl. Kb. Bawang Rt. 010/05,Herman kusmi,Negara,1972,Permanen,,,,,,75,75,
Jakarta Utara,Tanjung Priok,Kebon Bawang,Musholla Jamiatul Ikhwan,Jl. Kb. Bawang Rt. 003/07,Dabeng Royani,Negara,1991,Permanen,,,,,,77,77,
Jakarta Utara,Tanjung Priok,Kebon Bawang,Musholla Miftahul jannah,Jl. Tato Mojong ,Saimin,Hak Milik,1991,Permanen,,,,,,80,80,
Jakarta Utara,Tanjung Priok,Kebon Bawang,Musholla Babut Taufiq,Jl. Kb. Bawang Rt. 014/05,Suhlan,Negara,1987,Permanen,,,,,,80,80,
Jakarta Utara,Tanjung Priok,Kebon Bawang,Musholla Al-Falah,Jl. Kb. Bawang Rt. 008/05,Tujikan,Negara,1985,Permanen,,,,,,80,80,
Jakarta Utara,Tanjung Priok,Kebon Bawang,Musholla Baitul Solah,Jl. Kb. Bawang Rt. 002/09,Ashari,Negara,,Permanen,,,,,,80,80,
Jakarta Utara,Tanjung Priok,Kebon Bawang,Musholla Al-Mustaqim,Jl. Swasembada Barat24 Rw. 09,Sudana,Hak Milik,1980,Permanen,,,,,,85,85,
Jakarta Utara,Tanjung Priok,Kebon Bawang,Musholla Al-Mustaqim,Jl. Kb. Bawang Rt. 011/08,M. Sudarman,Negara,1985,Permanen,,,,,,91,91,
Jakarta Utara,Tanjung Priok,Kebon Bawang,Musholla At-Taqwa,Jl. Swasembada BaratRt. 002/10,Reksopahmi,Hak Milik,1981,Permanen,,,,,,100,100,
Jakarta Utara,Tanjung Priok,Kebon Bawang,Masjid Al-Manar,Jl. Bhakti Rt. 003/13,Satria L,Hak Milik,1975,Permanen,,,,,,100,120,
Jakarta Utara,Tanjung Priok,Kebon Bawang,Musholla Juhadul Muslimin,Jl. Kb. Bawang Rt. 012/01,Abd. Salam Latief,Negara,,Permanen,,,,,,100,100,
Jakarta Utara,Tanjung Priok,Kebon Bawang,Masjid Al-Mubarok,Komp. Kecamatan Tj. Priok,Drs. Ulin Nuha,Negara,1984,Permanen,,,,,,100,100,
Jakarta Utara,Tanjung Priok,Kebon Bawang,Masjid Miftahur Rahaman,Jl. Bawang Merah No. 24,Dulkandar,Hak Milik,1973,Permanen,,,,,,103,200,
Jakarta Utara,Tanjung Priok,Kebon Bawang,Musholla Ar-Rahman,Jl. Kb. Bawang Rt. 007/07,M. Syakri,Negara,1982,Permanen,,,,,,110,110,
Jakarta Utara,Tanjung Priok,Kebon Bawang,Musholla Al-Hidayah,Jl. Kb. Bawang Rt. 013/05,Udin Suryadi,Negara,1981,Permanen,,,,,,110,110,
Jakarta Utara,Tanjung Priok,Kebon Bawang,Masjid Al-Muttaqin,Jl. Bhakti Rt. 001/14,Dulaman,Hak Milik,1974,Permanen,,,,,,120,440,
Jakarta Utara,Tanjung Priok,Kebon Bawang,Musholla Jamiatul Khairot,Jl. Kb. Bawang Rt. 002/10,Achan ,Hak Milik,1970,Permanen,,,,,,120,120,
Jakarta Utara,Tanjung Priok,Kebon Bawang,Masjid Nurul Bahri,Kantor Pertamina Yos Sudarso,Pertamina,Negara,,Permanen,,,,,,120,500,
Jakarta Utara,Tanjung Priok,Kebon Bawang,Musholla Darul Hikmah,Jl. Kb. Bawang Rt. 004/08,H. M. Yakub,Negara,1972,Permanen,,,,,,125,125,
Jakarta Utara,Tanjung Priok,Kebon Bawang,Masjid Raudhatul Jannah,Jl. Usaha Rt. 013/10,H. M. Bahrul,Hak Milik,1972,Permanen,,,,,,132,620,
Jakarta Utara,Tanjung Priok,Kebon Bawang,Gereja GPJB,Jl. Bugis Rt. 005/01,Kaugis,,1996,Permanen,Swadaya Masa,,,,150,140,158,
Jakarta Utara,Tanjung Priok,Kebon Bawang,Gereja Pantekosta,Jl. Bugis Rt. 005/01,A. Maque,,1995,Permanen,Swadaya Masa,,,,250,140,140,
Jakarta Utara,Tanjung Priok,Kebon Bawang,Masjid Hidayatul Sholihin,Jl. Kebon Bawang Rt. 007/02,A. Djauhari,Hak Milik,1967,Permanen,,,,,,150,168,
Jakarta Utara,Tanjung Priok,Kebon Bawang,Gereja Baptis Injil,Jl. Ufaya No. 15 Rt. 008/10,Pamulay,,1990,Permanen,Swadaya Masa,,,,200,150,250,
Jakarta Utara,Tanjung Priok,Kebon Bawang,Gereja Mahanalim,Jl. Engano/50 Rt. 006/16,Pen. Ny. Monopo Panto,,1986,Permanen,Swadaya Masa,,,,250,150,300,
Jakarta Utara,Tanjung Priok,Kebon Bawang,Gereja Santa Maria,Gg. 103/34 Rt. 007/08,Yohanes,,1990,Permanen,Swadaya Masa,,,,150,160,200,
Jakarta Utara,Tanjung Priok,Kebon Bawang,Masjid Baitur Rahman,Jl. Bakti Gg. VIII,K. Sulaeman,Hak Milik,1966,Permanen,,,,,,176,176,
Jakarta Utara,Tanjung Priok,Kebon Bawang,Masjid Fathul Muin,Jl. Simpang V Gg. 3 Rt. 018/02,M. Ramli,Hak Milik,1959,Permanen,,,,,,180,250,
Jakarta Utara,Tanjung Priok,Kebon Bawang,Masjid Al-Huda,Swasembada Timur Rt. 007/05,SM. Bahroni,Negara,,Permanen,,,,,,180,180,
Jakarta Utara,Tanjung Priok,Kebon Bawang,Masjid Nurul Ibad,Jl. Swamanggala Rt. 012/13,H. Djuremi,Hak Milik,1966,Permanen,,,,,,184,200,
Jakarta Utara,Tanjung Priok,Kebon Bawang,Masjid Nur Fhadilah,Jl. Giri Gg. 22 Rt. 004/09,Untung Soejono,Hak Milik,1979,Permanen,,,,,,195,40,
Jakarta Utara,Tanjung Priok,Kebon Bawang,Musholla Baitul Makmur,Jl. Kb. Bawang Rt. 003/11,Suwandi,Hak Milik,1990,Permanen,,,,,,200,200,
Jakarta Utara,Tanjung Priok,Kebon Bawang,Musholla Khairul Ummah,Jl. Swasembada Barat I Rt. 008/09,M. Karso Winoto,Hak Milik,1986,Permanen,,,,,,200,200,
Jakarta Utara,Tanjung Priok,Kebon Bawang,Musholla Nurul Akhlak,Jl. Swasembada Barat Rt. 002/04,H. Badrudin,Hak Milik,1982,Permanen,,,,,,200,200,
Jakarta Utara,Tanjung Priok,Kebon Bawang,Masjid Baitul Adzim,Swasembada Barat Rt. 010/12,H. M. Yasin,Hak Milik,1980,Permanen,,,,,,200,200,
Jakarta Utara,Tanjung Priok,Kebon Bawang,Musholla Baitul Azim,Jl. Swasembada Barat Rt. 010/12,H. M. Yasin,Hak Milik,1980,Permanen,,,,,,200,200,
Jakarta Utara,Tanjung Priok,Kebon Bawang,Masjid Fathul Huda,Jl. Swautama Rt. 012/13,H. Heru Sujono,Hak Milik,1970,Permanen,,,,,,200,360,
Jakarta Utara,Tanjung Priok,Kebon Bawang,Masjid Siratur Rahim,Jl. Lagoa Kanal Rt. 012/02,M. Asra Nuryadi,Hak Milik,1959,Permanen,,,,,,200,200,
Jakarta Utara,Tanjung Priok,Kebon Bawang,Musholla Al-Hasanah,Jl. Swasembada Rt. 005/05,H. Lachmudin,Negara,1982,Permanen,,,,,,200,200,
Jakarta Utara,Tanjung Priok,Kebon Bawang,Musholla Baitus Solah,Jl. Swasembada Barat Rt. 009/03,Sariman,Negara,1969,Permanen,,,,,,200,200,
Jakarta Utara,Tanjung Priok,Kebon Bawang,Musholla Baitul Amin,Jl. Swasembada Timur Rt. 009/03,Renan,Negara,1960,Permanen,,,,,,200,200,
Jakarta Utara,Tanjung Priok,Kebon Bawang,Masjid Al-Murtadho,Jl. Simpang III,A. Bunawar,Negara,,Permanen,,,,,,200,200,
Jakarta Utara,Tanjung Priok,Kebon Bawang,Gereja Ebier Hazaek,Kp. Muara Bahari Rt. 008/13,Ull Lumintang,,1986,Permanen,Swadaya Masa,,,,200,200,450,
Jakarta Utara,Tanjung Priok,Kebon Bawang,Gereja Bhetel,Jl. Ampera Timur No. 29 Rt. 001,H. Tasikin,,1985,Permanen,Swadaya Masa,,,,200,200,400,
Jakarta Utara,Tanjung Priok,Kebon Bawang,Gereja Huria Kristen Batak,Jl. Subada Timur Rt. 005/10,Hp. Sihombing,,1985,Permanen,Swadaya Masa,,,,150,200,230,
Jakarta Utara,Tanjung Priok,Kebon Bawang,Gereja Masehi Injil,Kp. Bahari II Rt. 012/04,Pen. Penny Tumpu,,1985,Permanen,Swadaya Masa,,,,200,200,300,
Jakarta Utara,Tanjung Priok,Kebon Bawang,Gereja GKPI,Kp. Muara Bahari Rt. 012/14,Martin,,1984,Permanen,Swadaya Masa,,,,200,200,350,
Jakarta Utara,Tanjung Priok,Kebon Bawang,Gereja Advance Hari Ke 7,Kp. Muara Bahari Rt. 012/15,Martin Maskorile,,1984,Permanen,Swadaya Masa,,,,200,200,4100,
Jakarta Utara,Tanjung Priok,Kebon Bawang,Gereja Pantekosta GPDI,Kp. Bahari Rt. 008/05,Ny. F. Manangkot,,1984,Permanen,Swadaya Masa,,,,200,200,300,
Jakarta Utara,Tanjung Priok,Kebon Bawang,Gereja Pantekosta ,Kp. Muara Bahari Rt. 002/15,Pdt. MI. Abarua,,1984,Permanen,Swadaya Masa,,,,200,200,400,
Jakarta Utara,Tanjung Priok,Kebon Bawang,Gereja HKBP,Kp. Muara Bahari Rt. 003/15,Pen Purba,,1984,Permanen,Swadaya Masa,,,,200,200,400,
Jakarta Utara,Tanjung Priok,Kebon Bawang,Gereja Parguan Kristen Batak,Jl. Ufaya 17-19 Rt. 009/01,Tn. Siahaan,,1970,Permanen,Swadaya Masa,,,,200,200,200,
Jakarta Utara,Tanjung Priok,Kebon Bawang,Musholla Al-Ikhsan,Jl. Kb. Bawang Rt. 008/07,Muhtar Idris,Negara,1980,Permanen,,,,,,240,240,
Jakarta Utara,Tanjung Priok,Kebon Bawang,Gereja Jemaat Allah / Nazartet,Kp. Bahari IV Rt. 009/01,Pen. Arnold,,1982,Permanen,Swadaya Masa,,,,200,240,240,
Jakarta Utara,Tanjung Priok,Kebon Bawang,Masjid Jamiatut Taqwa,Jl. Swapraja Rt. 010/11,Yanif Harsono,Hak Milik,1970,Permanen,,,,,,250,284,
Jakarta Utara,Tanjung Priok,Kebon Bawang,Musholla Baitul Sobirin,Jl. Kb. Bawang Rt. 004/03,N. Lasnan,Negara,1992,Permanen,,,,,,250,250,
Jakarta Utara,Tanjung Priok,Kebon Bawang,Gereja GPIB,Kp. Muara Bahari Rt. 001/15,Pen. Petrus,,1985,Permanen,Swadaya Masa,,,,200,250,250,
Jakarta Utara,Tanjung Priok,Kebon Bawang,Masjid Baiturrahim,Kantor Klasifikasi ( BKI ),BKI,Negara,1991,Permanen,,,,,,260,260,
Jakarta Utara,Tanjung Priok,Kebon Bawang,Masjid Sidratul Muntaha,Jl. Laji Mojong Br Rt. 011/09,Ir. Andi Anas,Hak Milik,1975,Permanen,,,,,,300,720,
Jakarta Utara,Tanjung Priok,Kebon Bawang,Masjid Al-Marhamah,Jl. Lurus Gg. VII Rt. 006/05,H. Umar,Negara,1962,Permanen,,,,,,300,600,
Jakarta Utara,Tanjung Priok,Kebon Bawang,Masjid Ar-Ridho,Jl. 103 Rt. 007/07,H. Abd. Mughni. I,Hak Milik,1967,Permanen,,,,,,303,377,
Jakarta Utara,Tanjung Priok,Kebon Bawang,Masjid Darul Yaqin,Jl. Stadion Sel Rt. 005/05,"""M. Ilyas Soleh, BA""",Hak Milik,1973,Permanen,,,,,,380,441,
Jakarta Utara,Tanjung Priok,Kebon Bawang,Musholla Al-Mukminin,Jl. Kb. Bawang Rt. 011/10,Suad Rahman,Hak Milik,1991,Permanen,,,,,,387,387,
Jakarta Utara,Tanjung Priok,Kebon Bawang,Masjid Al-Izzah,Asrama Arhanud,Lt. Sachruddin,Negara,1984,Permanen,,,,,,400,1200,
Jakarta Utara,Tanjung Priok,Kebon Bawang,Masjid Babus Salam,Komp. Walikota JU,H. Zaenal Abidin,Negara,1977,Permanen,,,,,,500,500,
Jakarta Utara,Tanjung Priok,Kebon Bawang,Masjid Al-Mustaqim,Jl. Lurus Gg. I Rt. 008/06,Tubagus Syarif,Hak Milik,1966,Permanen,,,,,,750,750,
Jakarta Utara,Tanjung Priok,Kebon Bawang,Musholla Miftahus Sa'adah,Jl. Kb. Bawang Rt. 004/62,Syaeful Mahdun,Negara,1980,Permanen,,,,,,,,
Jakarta Utara,Tanjung Priok,Kebon Bawang,Musholla Babur Royyan,Jl. Warakas Gg. 3 Rt. 007/ 04,A. Hanan,,,,,,,,,,,
Jakarta Utara,Tanjung Priok,Papango,Musholla Bait Salam,Papanggo Rt. 003/03,A. Nong Rohana,Negara,1969,Permanen,,,,,,30,30,
Jakarta Utara,Tanjung Priok,Papango,Musholla Baitul Mutaqin,Papanggo Rt. 001/05,Mardi,Negara,1955,Permanen,,,,,,30,30,
Jakarta Utara,Tanjung Priok,Papango,Musholla Al-Hasanah,Papanggo Rt. 002/07,Sulis Paris,Hak Milik,1979,Permanen,,,,,,35,35,
Jakarta Utara,Tanjung Priok,Papango,Musholla Nurul main,Papanggo Rt. 014/03,Suyitno Harjo,Negara,1971,Permanen,,,,,,35,35,
Jakarta Utara,Tanjung Priok,Papango,Musholla Al-Ikhlas,Papanggo Rt. 002/02,Ngatijan,Negara,1980,Permanen,,,,,,40,40,
Jakarta Utara,Tanjung Priok,Papango,Musholla An-Nur,Papanggo Rt. 011/05,Suwandi S,Negara,1981,Permanen,,,,,,45,45,
Jakarta Utara,Tanjung Priok,Papango,Musholla Nurul Limi,Papanggo Rt. 006/01,H. Iting,Negara,1970,Permanen,,,,,,45,45,
Jakarta Utara,Tanjung Priok,Papango,Musholla Nurul Falah,Papanggo Rt. 013/08,Subari,Hak Milik,1985,Permanen,,,,,,50,50,
Jakarta Utara,Tanjung Priok,Papango,Musholla Baitul Amal,Papanggo Rt. 001/02,Sana,Negara,1970,Permanen,,,,,,52,52,
Jakarta Utara,Tanjung Priok,Papango,Musholla Hidratul Huda,Papanggo Rt. 002/08,Jamhari,Hak Milik,1968,Permanen,,,,,,55,55,
Jakarta Utara,Tanjung Priok,Papango,Musholla Babussabar,Papanggo Rt. 008/07,Sukatmo,Hak Milik,,Permanen,,,,,,55,55,
Jakarta Utara,Tanjung Priok,Papango,Musholla Nurul Iman,Papanggo Rt. 009/06,H. Sanusi,Hak Milik,1971,Permanen,,,,,,60,60,
Jakarta Utara,Tanjung Priok,Papango,Musholla Nurul Amal,Papanggo Rt. 003/06,Ma'mur S,Negara,1978,Permanen,,,,,,60,60,
Jakarta Utara,Tanjung Priok,Papango,Musholla Al-Hikmah,Papanggo Rt. 008/01,Rosid,Negara,1973,Permanen,,,,,,60,60,
Jakarta Utara,Tanjung Priok,Papango,Musholla Al-Ichsan,Papanggo Rt. 006/07,Umar Bakri,Hak Milik,1971,Permanen,,,,,,65,65,
Jakarta Utara,Tanjung Priok,Papango,Musholla Nurul Janah,Sungai Bambu A Rt. 002/03,Marwan,Negara,1969,Permanen,,,,,,66,66,
Jakarta Utara,Tanjung Priok,Papango,Musholla An-Nur,Papanggo Rt. 007/07,H. Marjani,Hak Milik,1980,Permanen,,,,,,72,72,
Jakarta Utara,Tanjung Priok,Papango,Musholla Babul Falah,Papanggo Rt. 001/08,Harun  Al Rasyd,Hak Milik,1965,Permanen,,,,,,80,80,
Jakarta Utara,Tanjung Priok,Papango,Musholla Al-Jariyah,Papanggo Rt. 012/01,Sabarudin,Negara,1981,Permanen,,,,,,80,80,
Jakarta Utara,Tanjung Priok,Papango,Musholla Baitul Toah,Papanggo Rt. 012/03,Yusuf Kaberu,Negara,1981,Permanen,,,,,,88,88,
Jakarta Utara,Tanjung Priok,Papango,Musholla Al-Ikhlas,Papanggo Rt. 008/06,M. Tahmid,Hak Milik,1981,Permanen,,,,,,90,90,
Jakarta Utara,Tanjung Priok,Papango,Musholla Babut Taubah,Papanggo Rt. 009/05,Anda Suhanda,Negara,1971,Permanen,,,,,,90,90,
Jakarta Utara,Tanjung Priok,Papango,Musholla Sidratul Muntaha,Papanggo Rt. 002/08,,Hak Milik,1988,Permanen,,,,,,96,96,
Jakarta Utara,Tanjung Priok,Papango,Musholla Ar-Rohmah,Papanggo Rt. 008/03,Abd. Rahman,Negara,1976,Permanen,,,,,,99,99,
Jakarta Utara,Tanjung Priok,Papango,Musholla Al-Barokah,Jl. Warakas VI Gg. 21  Rt. 008/05,Sodikin,Negara,1970,Permanen,,,,,,100,100,
Jakarta Utara,Tanjung Priok,Papango,Musholla Babur Rohim,Jl. Warakas 10 Rt. 006/03,A. Zainuddin,Negara,1957,Permanen,,,,,,100,100,
Jakarta Utara,Tanjung Priok,Papango,Musholla Miftahul Jannah,Papanggo Rt. 005/06,Joko Sulanfi,Hak Milik,1970,Permanen,,,,,,120,120,
Jakarta Utara,Tanjung Priok,Papango,Musholla Baitur Rauf,Papanggo Rt. 005/07,Kantor,Hak Milik,,Permanen,,,,,,160,160,
Jakarta Utara,Tanjung Priok,Papango,Masjid Baitul Amin,Warakas  Gg. 23 Rt. 008/07,H. Masjani,Hak Milik,,Permanen,,,,,,180,100,
Jakarta Utara,Tanjung Priok,Papango,Musholla Al-Istiqomah,Sungai Bambu A Rt. 006/03,Zainal,Negara,1956,Permanen,,,,,,180,180,
Jakarta Utara,Tanjung Priok,Papango,Musholla Darul Hikmah,Papanggo Rt. 009/03,Legiran,Negara,1976,Permanen,,,,,,187,187,
Jakarta Utara,Tanjung Priok,Papango,Musholla Nurul Hikmah,Papanggo Rt. 012/05,Tasmi Agama,Negara,1969,Permanen,,,,,,200,200,
Jakarta Utara,Tanjung Priok,Papango,Masjid Nurul Jamal,Papanggo Rt. 011/06,M. Suwito,Hak Milik,1974,Permanen,,,,,,206,140,
Jakarta Utara,Tanjung Priok,Papango,Masjid Miftahul Huda,Warakas Gg. 21 Rt. 003/12,H. Sutara,Hak Milik,1979,Permanen,,,,,,244,70,
Jakarta Utara,Tanjung Priok,Papango,Masjid Darus Salam,Kp. Lanji Rw. 06,H. Joko Sulantif,Hak Milik,1976,Permanen,,,,,,375,186,
Jakarta Utara,Tanjung Priok,Papango,Masjid Baitur Rahman,Kp. Sawah II Rt. 001/01,Abd. Rahman,Hak Milik,1978,Permanen,,,,,,480,196,
Jakarta Utara,Tanjung Priok,Papango,Masjid Babut Thoyib,Sungai Bambu A Rw.03,Mufti,Hak Milik,1972,Permanen,,,,,,500,266,
Jakarta Utara,Tanjung Priok,Papango,Masjid Nurul Hidayah,Kp. Lanji Rw. 06,Abdul Hafiz,Hak Milik,1932,Permanen,,,,,,625,600,
Jakarta Utara,Tanjung Priok,Papango,Masjid Nurus Salam,Warakas  Gg. 17  Rw 05,Drs.H.Dirjono,Hak Milik,1979,Permanen,,,,,,1000,360,
Jakarta Utara,Tanjung Priok,Papango,Masjid Al-Jihad,Jl. Al-Jihad Rw.02,Memed,Hak Milik,1977,Permanen,,,,,,5400,1400,
Jakarta Utara,Tanjung Priok,Papango,Gereja Gemindo Salvator,Jl. Bisma Timur Rw.09,Leny Betty,,1996,,,,,,,,150,
Jakarta Utara,Tanjung Priok,Papango,Vihara Ovaloki Tasura,Rt. 001/09,Suhaini,,1996,,,,,,,,350,
Jakarta Utara,Tanjung Priok,Papango,Gereja GKD Sola Gratio,Jl. Bisma Raya Rw.09,Po Zacha Rias,,1995,,,,,,,,150,
Jakarta Utara,Tanjung Priok,Papango,Gereja GPI Elim,Rt. 004/06,B. Sembiring,,1992,,,,,,,,115,
Jakarta Utara,Tanjung Priok,Papango,Musholla Ruhul Alam,Papanggo Rt. 08/ 08,M. Sapari,,,,,,,,,,,
Jakarta Utara,Tanjung Priok,Sungai Bambu,Musholla At-Taqwa,Jl. Sungai Bambu Rt. 001/03,Sugiarto S,Hak Milik,1976,Permanen,,,,,,36,36,
Jakarta Utara,Tanjung Priok,Sungai Bambu,Musholla Ar-Rohim,Jl. Sungai Bambu Rt. 006/02,Enjam,Hak Milik,1968,Permanen,,,,,,36,36,
Jakarta Utara,Tanjung Priok,Sungai Bambu,Musholla Baitul Muslimin,Jl. Sungai Bambu Rt. 010/07,M. Muchrodin,Hak Milik,1976,Permanen,,,,,,40,40,
Jakarta Utara,Tanjung Priok,Sungai Bambu,Musholla Al-Amal,Jl. Sungai Bambu Rt. 010/06,H. Sukanja,Hak Milik,1972,Permanen,,,,,,42,42,
Jakarta Utara,Tanjung Priok,Sungai Bambu,Musholla Nurul Jannah,Jl. Sungai Bambu Rt. 003/08,Ali Akbar B,Hak Milik,1968,Permanen,,,,,,42,42,
Jakarta Utara,Tanjung Priok,Sungai Bambu,Musholla Al-Khairiyah,Jl. Sungai Bambu Rt. 006/03,Ilyas,Hak Milik,1960,Permanen,,,,,,45,45,
Jakarta Utara,Tanjung Priok,Sungai Bambu,Musholla Al-Ikhlas,Jl. Sungai Bambu Rt. 005/09,H. Memed,Hak Milik,1978,Permanen,,,,,,50,50,
Jakarta Utara,Tanjung Priok,Sungai Bambu,Musholla Al-Barokah,Jl. Sungai Bambu Rt. 003/04,H. Sukardjo,Negara,1989,Permanen,,,,,,52,52,
Jakarta Utara,Tanjung Priok,Sungai Bambu,Gereja Dillumewe,Jl. Gadeng Rt. 010/03,Oksan Owano,,1993,Permanen,Swadaya Masa,,,,180,60,100,
Jakarta Utara,Tanjung Priok,Sungai Bambu,Musholla Miftahul Jannah,Jl. Sungai Bambu Rt. 004/07,HM. Yahya Zubir,Hak Milik,1966,Permanen,,,,,,60,60,
Jakarta Utara,Tanjung Priok,Sungai Bambu,Musholla Al-Hikmah,Jl. Sungai Bambu Rt. 004/04,Munir,Negara,1983,Permanen,,,,,,60,60,
Jakarta Utara,Tanjung Priok,Sungai Bambu,Musholla At-Taufiq,Jl. Sungai Bambu Rt. 001/06,H. Kasbullah,Hak Milik,1980,Permanen,,,,,,70,70,
Jakarta Utara,Tanjung Priok,Sungai Bambu,Musholla Baitur Rohim,Jl. Sungai Bambu Rt. 001/05,M. Kasim,Negara,1979,Permanen,,,,,,76,76,
Jakarta Utara,Tanjung Priok,Sungai Bambu,Musholla Miftahul Jannah,Jl. Sungai Bambu Rt. 004/05,Margono,Negara,1978,Permanen,,,,,,80,80,
Jakarta Utara,Tanjung Priok,Sungai Bambu,Gereja GKD Sola Gratio,Jl. Bisma Raya Rw. 09,Po Zacha Rias,,1995,Permanen,Swadaya Masa,,,,150,90,150,
Jakarta Utara,Tanjung Priok,Sungai Bambu,Musholla Ibdatul Islam,Jl. Sungai Bambu Rt. 009/10,H. Salam,Hak Milik,1974,Permanen,,,,,,93,93,
Jakarta Utara,Tanjung Priok,Sungai Bambu,Gereja Gemindo Salvator,Jl. Bisma Timur Rw. 09,Leny Betty,,1996,Permanen,Swadaya Masa,,,,100,100,150,
Jakarta Utara,Tanjung Priok,Sungai Bambu,Gereja Kristus Penolong,Jl. Enim Rt. 002/10,Oksan Odabo,,1995,Permanen,Swadaya Masa,,,,1200,100,100,
Jakarta Utara,Tanjung Priok,Sungai Bambu,Gereja Getsemawi,Jl. Gadeng Rt. 010/03,Ketty,,1985,Permanen,Swadaya Masa,,,,100,100,150,
Jakarta Utara,Tanjung Priok,Sungai Bambu,Gereja GPI Elim,Rt. 004/06,B. Sembiring,,1992,Permanen,Swadaya Masa,,,,150,105,115,
Jakarta Utara,Tanjung Priok,Sungai Bambu,Gereja Pantekosta ( Gidion ),Jl. Gadeng Rt. 001/03,Deni Hardan,,1980,Permanen,Swadaya Masa,,,,200,120,150,
Jakarta Utara,Tanjung Priok,Sungai Bambu,Musholla Baitul Rohim,Jl. Sungai Bambu Rt. 003/02,Marwita,Hak Milik,1970,Permanen,,,,,,120,120,
Jakarta Utara,Tanjung Priok,Sungai Bambu,Gereja Aduew,Jl. Jati Rt. 009/06,Budiman,,1987,Permanen,Swadaya Masa,,,,130,125,160,
Jakarta Utara,Tanjung Priok,Sungai Bambu,Gereja Protestan Delpiho,Jl. Enim Rt. 009/02,Djeki,,1975,Permanen,Swadaya Masa,,,,350,150,200,
Jakarta Utara,Tanjung Priok,Sungai Bambu,Musholla Ar-Rohman,Jl. Sungai Bambu Rt. 004/02,"Drs, Agus S",Hak Milik,1975,Permanen,,,,,,150,150,
Jakarta Utara,Tanjung Priok,Sungai Bambu,Musholla Al-Mutaqin,Jl. Sungai Bambu Rt. 005/08,HA. Damanhuri,Hak Milik,1971,Permanen,,,,,,154,154,
Jakarta Utara,Tanjung Priok,Sungai Bambu,Musholla Al-Muhinah,Jl. Sungai Bambu Rt. 009/08,A. Zainuddin,Hak Milik,1973,Permanen,,,,,,182,182,
Jakarta Utara,Tanjung Priok,Sungai Bambu,Musholla Nurus Salam,Jl. Sungai Bambu Rt. 008/06,Suroto,Hak Milik,1979,Permanen,,,,,,200,200,
Jakarta Utara,Tanjung Priok,Sungai Bambu,Masjid Al-Akbar,Jl. Enim 1/12 Rt.009/03,Drs. H. Daud,Hak Milik,1976,Permanen,,,,,,200,550,
Jakarta Utara,Tanjung Priok,Sungai Bambu,Masjid Baitul Rohim,Jl. Gembira Terusan,Suhad Gofur,Hak Milik,1982,Permanen,,,,,,220,300,
Jakarta Utara,Tanjung Priok,Sungai Bambu,Masjid Al-Muin,Jl. Jati IV Rt. 006/01,KH. A. Rofi'i,Hak Milik,1969,Permanen,,,,,,224,750,
Jakarta Utara,Tanjung Priok,Sungai Bambu,Gereja Soteria,Jl. Gembira Rt. 011/07,T. Budi. S,,1992,Permanen,Swadaya Masa,,,,600,250,300,
Jakarta Utara,Tanjung Priok,Sungai Bambu,Masjid Assabiqin,Jl. Gebang I Rt. 006/01,Adang Chaerudin,Hak Milik,1973,Permanen,,,,,,324,504,
Jakarta Utara,Tanjung Priok,Sungai Bambu,Vihara Ovaloki Terusa,Rt. 010/09,Suhaini,,1996,Permanen,Swadaya Masa,,,,100,442,350,
Jakarta Utara,Tanjung Priok,Sungai Bambu,Masjid Al-Hidayah,Jl. Raya Sungai Bambu Rt. 012/09,H. Abu Bakar,Hak Milik,1950,Permanen,,,,,,495,772,
Jakarta Utara,Tanjung Priok,Sungai Bambu,Masjid Nurul Hikmah,Jl. Jati Raya Rt. 008/09,H. Syarifudin,Hak Milik,1981,Permanen,,,,,,996,528,
Jakarta Utara,Tanjung Priok,Sungai Bambu,Masjid Astra,Jl.  Gaya Motor Sunter II,H. Fahrial,Hak Milik,2000,Permanen,,,,,,,,
Jakarta Utara,Tanjung Priok,Sungai Bambu,Masjid Al-Jihad,Jl. Sungai Bambu 2 Rt. 012/09,Yusuf T,Hak Milik,1967,Permanen,,,,,,,,
